"Subject","Label","Mean_features","Stdev_features","body_acc_x_train_mean","body_acc_y_train_mean","body_acc_z_train_mean","body_gyro_x_train_mean","body_gyro_y_train_mean","body_gyro_z_train_mean","total_acc_x_train_mean","total_acc_y_train_mean","total_acc_z_train_mean","body_acc_x_train_stdev","body_acc_y_train_stdev","body_acc_z_train_stdev","body_gyro_x_train_stdev","body_gyro_y_train_stdev","body_gyro_z_train_stdev","total_acc_x_train_stdev","total_acc_y_train_stdev","total_acc_z_train_stdev"
12,"WALKING",-0.354241834815981,0.466903135522874,-0.00025878430448,0.00271004300941563,0.00102598331877756,-0.00822057257069719,0.00147072002892266,0.00217248724254313,0.99627621946875,-0.100015216301483,0.073686155546489,0.062934421075433,0.0449950078767912,0.031845796698866,0.0992446674616203,0.0811162179065303,0.0774369155190376,0.0613430893800477,0.038610119758196,0.0275224652004798
13,"WALKING",-0.315744575715759,0.461722311866801,0.00140486451789885,-0.000768534003248355,-0.000884146768359375,-0.0606471707893366,0.0178726280260387,0.0167969937370669,0.997937051493969,-0.17136921618199,-0.154765203084105,0.309607757928342,0.15518836183486,0.134056575406239,0.473241234100685,0.397675267432339,0.365960255755986,0.308930636297171,0.153768001962139,0.132725410055484
14,"WALKING",-0.385429903549508,0.460153391613745,-0.00357189276188869,-0.000404712048420021,-0.000293758755105138,-0.0113439394341957,0.00487912025213295,0.00335821017670644,0.251566139484057,0.601778627728814,0.287328794484772,0.0632716095797898,0.0606580708916755,0.0439011295514519,0.173620956027312,0.190359338551207,0.114295255002323,0.0626025284933352,0.0600786718022946,0.0430102281720535
15,"WALKING",-0.390526282476396,0.470930092491822,-0.00041922592348452,0.000675345421935069,0.000499740104270833,0.00402831278737427,-0.00482593911934172,0.0063795742984537,0.493510139031921,0.472867949211516,0.38353521305923,0.00866499329038617,0.00772514807900821,0.00896315213261226,0.0173923240738786,0.0317208221150538,0.0177315562429607,0.00620892694863692,0.00630126741268095,0.00742974225070746
16,"WALKING",-0.431362808379042,0.477181248917123,-0.00517530010865257,0.00915362860655735,-0.00556611766777451,-0.0189015814970928,-0.000197618455721323,-0.00506564397114583,0.739417997588848,0.375517648558517,0.272706027816345,0.0128860943642941,0.0151510386615351,0.0227533388710023,0.0494922498761083,0.0333715811131301,0.0383535573516093,0.00971126372191373,0.00941098629906606,0.0151352433522598
17,"WALKING",-0.387039462708526,0.471340331643968,-0.000563136568668673,-0.000850432717060963,0.00158719293872679,0.0142963102469156,-4.14039710384223e-05,0.0137177292950038,0.217449603739754,0.795498784125256,0.452047839241419,0.0102883556462714,0.0100103844081267,0.0102547811481178,0.029658933269107,0.0228462803884839,0.0205676050708544,0.00979804593976698,0.00906452452526785,0.00968305721668517
18,"WALKING",-0.435516505160049,0.474722311170782,-0.000929704900679436,0.000560849814035435,0.000683250555520787,-0.0300098170655561,0.000998334307321428,0.0154323046014286,0.411463740952288,0.259923009513119,0.46397839004029,0.0857631913142461,0.0614042116384408,0.0522993658121973,0.168962199013349,0.158349417687226,0.132194045864908,0.0839657835258583,0.0594838252914735,0.0508799266523129
19,"WALKING",-0.237489308036276,0.441504143882561,-0.00171301358291767,-2.62670149173677e-05,0.00121805147522236,0.00488080932911659,-0.0108650744504988,-0.00882361908157151,1.00997823117488,-0.112868747163263,-0.0110427735142728,0.312910006163736,0.192455040595619,0.111611922709491,0.468177727938611,0.410742845132302,0.354850730629526,0.31225105995755,0.190973282489221,0.109704485711779
20,"WALKING",-0.258485445102246,0.459074668156067,-0.000426456380289522,0.00108509180846952,0.000900662471775429,0.00433908079396599,-7.17722456956497e-05,0.000760738169016544,0.98016683192402,-0.0702656196523407,0.108347159239049,0.265084008292059,0.149273895658465,0.133598806567173,0.334266138075277,0.595379910957896,0.272978839907677,0.264591467833058,0.148773283883157,0.132187969248701
21,"WALKING",-0.33064398814759,0.462264350693345,-0.00173220729780799,0.000532093908666076,-0.000602965909232019,-0.00832589697504357,-0.00228196835640264,0.00364483305309796,0.759607759786592,-0.0491166856772837,0.207086861803167,0.0243798010093703,0.0212652258664369,0.0198165076890157,0.0634178477608778,0.0678807624664715,0.0421196855532601,0.0197890681239247,0.0185892150555511,0.0175543559193381
22,"WALKING",-0.273823397489604,0.460230088680268,-0.000915252548894192,-0.00166633535303023,0.000993990073440557,0.0244683483339266,-0.0110615692264918,0.00527381989821634,0.332850326506624,0.349820880670601,0.445754480636889,0.0955032074195984,0.0833484754929531,0.0439568454622637,0.280937823613747,0.232279554655561,0.128387252473665,0.0927741912959475,0.0817335855730455,0.0426422168152123
23,"WALKING",-0.264303075927469,0.464580072959625,-0.000763175678404528,-0.00291865442547405,0.000344298367629767,-0.0572133221074894,0.00913476167992691,0.00149531539883395,0.966630264420021,-0.211650040646213,-0.0948861158087209,0.24648796148326,0.17393676720906,0.160981133868154,0.458386605127856,0.555300764808425,0.308545640257067,0.245835394282857,0.172277490820177,0.1584175148387
24,"WALKING",-0.415972441184976,0.474827163625012,-0.00058146715387527,0.000795139111559806,0.00126247644026131,-0.0235016015125808,0.00517619957163254,0.00108936626769666,1.018150782368,-0.134026081177252,-0.00245837453814116,0.218444409345481,0.144768378917235,0.158365751739569,0.547837896066598,0.759968145741672,0.399938480318444,0.218019841356971,0.143568760181468,0.154927991404714
25,"WALKING",-0.460842122215599,0.482757503377511,-0.00531517704290031,0.00277286460866521,0.0061574377152223,0.021679285565766,-0.0190660209153799,0.0109550489135008,0.72715584090266,0.0783355171191533,0.131823623322424,0.0291480118173846,0.0236843644490908,0.0299580099022846,0.0465061246312947,0.0865282673782299,0.0466790493296315,0.0205402994905366,0.0188139798056721,0.0222266892999272
26,"WALKING",-0.392001593850462,0.465085881342393,-0.00228812696744465,-0.000754309108882415,0.00098172322296107,0.0220375828980403,-0.0145387677972007,0.000159017679928496,0.993149900887182,-0.218022503323652,0.085196447683456,0.343680633300121,0.183372686965089,0.12772400635396,0.546919236463382,0.501866662646037,0.292248991237046,0.343048625048231,0.18193878052325,0.125141341808583
27,"WALKING",-0.377771272094104,0.468490345338959,-0.00207769069231716,0.000346900536089912,-0.00310643039798109,0.0293543882393484,0.00940411456732593,-0.0112792930335096,0.940311458497807,-0.0701725013152741,-0.330321074614145,0.134612685509857,0.100800359811958,0.112083805488052,0.296920747498669,0.224116106699754,0.215177780711788,0.13415415207293,0.0987680006402323,0.109395077028431
28,"WALKING",-0.393787255237739,0.468082416558165,9.53660009045139e-05,0.00190619336167882,-0.000335399250777185,-0.0096245876008967,0.00473008511324537,-0.00138156242521875,0.989765677170139,-0.2653253919981,-0.000904240665509259,0.0219266976707298,0.0185442474539675,0.0200689014173185,0.0503590009385819,0.0452121471625607,0.0335863526786026,0.0206632882689359,0.0161185955418624,0.0171702874574038
29,"WALKING",-0.352879787113793,0.459762037639384,-0.00329584806275855,-0.000497196888627064,-0.00972038955800478,-0.0249146098595268,0.00960091412369104,-0.00279439983446507,0.941492556804245,-0.278997365091294,-0.171359621245946,0.245626534501317,0.14909041534269,0.114749680417605,0.505569673028097,0.475437982338164,0.311280411045243,0.244949106649074,0.147946662719682,0.111600762347113
30,"WALKING",-0.373582576510259,0.458760412836958,0.000663342887379808,-0.00199305429857692,0.00105218781866346,-0.00832687919509615,0.00376636942792067,0.000424563355734855,0.938798682367789,-0.361295096957512,-0.222185608567284,0.308835575381302,0.203807134966145,0.160942989749023,0.474491541651508,0.462675479161138,0.35395949916542,0.308176413199498,0.202464822784031,0.159836272395915
1,"WALKING_UPSTAIRS",-0.40699661814598,0.484862873610122,-0.000834898921163945,-0.00193033643379127,-0.00230245761473202,-0.0073938272101418,-0.000439498309564564,0.00444729559077948,0.959982209596108,-0.195359950734699,0.0699509444973467,0.0348003156126977,0.0403199428471835,0.045823149840338,0.138954662864954,0.0796638451840515,0.105953002905199,0.0337631204818133,0.0370065652473882,0.0412277813330003
2,"WALKING_UPSTAIRS",-0.361863155795,0.468316555644725,-0.00154712060949023,-0.000735933956932617,0.000716606436927832,-0.0203601757192187,0.00849071089226823,-0.00214417856625391,0.998645551416016,-0.192495742926283,-0.0555704965656693,0.0768344537822845,0.0510455529550892,0.0456343660356957,0.148203507840597,0.11148544049293,0.101639764814045,0.0763494316563008,0.0496637962573903,0.0432306004064516
3,"WALKING_UPSTAIRS",-0.42427187546709,0.483282376118468,-0.00597023724584568,0.00102519241292293,0.00139052165880339,0.00166683086871425,-0.0237176677395164,0.022441948097987,0.495237384871954,0.243742556342809,0.397267905564251,0.0187468290068998,0.0233006935032259,0.0169038901516173,0.0423983486985833,0.0514781900178413,0.0355760155377208,0.0109975802649221,0.0169835217630431,0.0131626437177892
4,"WALKING_UPSTAIRS",-0.415248895106346,0.482351839243592,0.00100897007435397,0.000244807266757812,0.000618260544296755,-0.00857558709324069,-0.00282713508900541,-0.00270809295873197,0.979299333488582,-0.123200264823932,-0.204643006531505,0.291261500546261,0.178278081044179,0.213081087833335,0.45571542772956,0.837446155810966,0.420322762061323,0.290577429784407,0.175428201190703,0.2119639705534
5,"WALKING_UPSTAIRS",-0.356251016330448,0.471090645923304,-0.000671372468196476,-0.00368547804277194,-0.00355095441723903,-0.00887646049823138,0.00151981077510539,0.00946675207256317,0.301658480519441,-0.0174055822060539,-0.0774799053303358,0.0937404594703545,0.0635149514957572,0.0604539950972851,0.20954761368991,0.190854171672388,0.14279635082866,0.0900630665371981,0.0611847025195738,0.0579878071336297
6,"WALKING_UPSTAIRS",-0.33056578945445,0.464961373082519,0.00140233104153339,0.000322789050753676,-0.00131483887353401,-0.023452449597212,0.0082590985628799,0.00814651187948223,0.981041750375306,-0.0714899026080116,0.0138881951219393,0.269383075516624,0.136383116877268,0.117769232740104,0.406182287195059,0.472182498871858,0.37251804082627,0.269019968262966,0.135761322172944,0.116430921601611
7,"WALKING_UPSTAIRS",-0.427384416723284,0.47898739095372,-0.000416269315811887,0.000564968094738051,0.000559053769730392,-0.0301191570878287,0.0100014083390196,-0.00236640947660815,0.858735251254596,-0.0478468012826287,-0.00269020738820466,0.221475855062106,0.140243739590698,0.103658313246391,0.347216453415067,0.468131619124247,0.221810042179859,0.220824330820479,0.139393270485246,0.102236348059544
8,"WALKING_UPSTAIRS",-0.292628029204524,0.465029314613921,0.000750931085353087,0.00157196307233392,-0.00102074545469306,0.00130247093212043,0.00341636841271799,0.00468419979732355,0.785670892740091,0.337718233894569,0.187714396461509,0.00493404490735593,0.00656601663921534,0.00688056881014413,0.00924796889410942,0.0124279898026327,0.0158285273548167,0.00302215401427656,0.00558952285390926,0.0056355094584407
9,"WALKING_UPSTAIRS",-0.425232463524944,0.482471724772422,-0.00766848736301371,-0.0228487265763394,0.0105707515418087,-0.0280772389636558,0.00192514230109455,-0.0107923697413286,0.657013233738042,0.240069508681633,0.220702479914222,0.0142133708225739,0.0243575450723959,0.024198798758075,0.0471825996312758,0.0221205476563896,0.026272863598907,0.0139191749808736,0.0273280526125596,0.0277788639294967
10,"WALKING_UPSTAIRS",-0.345147264779129,0.463417154158478,-0.00108322375472207,-0.00176644732721177,-0.000362025519850399,0.0617091735872615,-0.0162282454219382,-0.00498012847676031,0.784959533211436,0.0495807693977394,0.158957659638886,0.1721987191347,0.120616714403033,0.102599580723809,0.412491632424892,0.324308167605709,0.22022647335402,0.171245259180395,0.119264101425963,0.0992995304409929
11,"WALKING_UPSTAIRS",-0.43527506672087,0.494681275282595,-0.000133916893214844,0.000161245186639178,6.67236242870371e-05,-0.027637764185735,0.0123264323871788,0.00494322822574074,0.985115490422454,-0.221669386697917,-0.146443224656771,0.100263979237532,0.0667099807677151,0.0623344990699083,0.197560776396869,0.162099220172265,0.133309760516744,0.0995702957737149,0.0648233578818667,0.0601268250555329
12,"WALKING_UPSTAIRS",-0.421208436529481,0.480701533384862,-0.000501342198031851,-0.000146191017172566,0.000908093991489333,-0.000139056081642728,-0.00719174118346214,0.0186150727693369,0.412558569522236,0.551408506929086,0.474576777602666,0.00909314624686223,0.00635568673372707,0.00857705982052201,0.0126349730321537,0.0170421163101827,0.0195397656649713,0.00372119932464618,0.00394601138498007,0.00530815781367104
13,"WALKING_UPSTAIRS",-0.410098022179038,0.482708483840387,-0.00114754881653432,0.00144538911205185,-0.000666066368112216,-0.00670699334521903,0.00101822342154886,0.00357118188500795,0.976664886505682,-0.163321389552983,-0.110943932493878,0.0599139063225658,0.0535744551126893,0.052663783634755,0.136632511690543,0.106693719693228,0.12944064848283,0.05886648623896,0.0503878466397506,0.0489040324931643
14,"WALKING_UPSTAIRS",-0.28370160575401,0.512926664127434,-0.00104190107138021,-0.00121345288655527,-0.00283092145945312,-0.00162054227708333,0.00447035116100984,-0.00909445012715567,0.953103563266782,-0.323148500563788,-0.0913352032058883,0.317768522236534,0.247868490945495,0.143655750796069,0.59281862110166,0.646293406183445,0.559872613618406,0.316847767630168,0.246453424948512,0.141881986147243
15,"WALKING_UPSTAIRS",-0.393705621037038,0.481372456838164,0.000601303227308919,-0.00177537549689004,-0.00168232962232422,-0.0259820224058561,0.00415876938058268,0.00214110633871468,0.798484879801432,0.121081477750648,0.0524051062955501,0.158186546494628,0.112260913551221,0.104848624167774,0.292016540729785,0.299118142000408,0.221023191395774,0.157331626895585,0.111414985303028,0.104037604491317
16,"WALKING_UPSTAIRS",-0.440136081876802,0.485224638607733,-0.000232713803424939,-0.000171063159004289,-0.00155743236231265,-0.00322039429799326,-0.00259525400875153,-0.00154037303941942,0.949705148161765,-0.25578898703462,-0.0332372145661703,0.229735287038888,0.186112236821092,0.132743082412,0.458826252460333,0.705474526943799,0.310834632175838,0.229430320804381,0.18580961528773,0.130538271094452
17,"WALKING_UPSTAIRS",-0.401339186476553,0.479499918969812,0.00155420421188721,0.000100228888404948,-0.00227250502501706,-0.0523644677104492,0.0111889880393978,0.00567296347996094,1.00192614262695,-0.226234039571322,-0.123114812684185,0.240158057096043,0.15877415601057,0.112885620659219,0.478685375923725,0.339166470599646,0.25523241634272,0.239641459963725,0.157979561488481,0.110512706789183
18,"WALKING_UPSTAIRS",-0.469649211912367,0.491060559311154,0.000814275973471174,-0.002905547713125,-0.00284096869044855,-0.121311377089903,0.0412858696617201,0.0196463198292295,0.979129899326509,-0.249606062012465,-0.170198305731276,0.315460428321837,0.177784064003402,0.126266606630842,0.537239784380528,0.494934433744514,0.355363639164416,0.3148771048296,0.176261890094861,0.12424041010665
19,"WALKING_UPSTAIRS",-0.316321227004264,0.458271155368604,0.00134959189585117,-0.00376982744161758,0.00024573585984375,0.103287543302209,-0.0115440474247773,-0.0127733305146445,1.00841251876953,-0.19131934019166,0.0456493861200672,0.170555038795386,0.107578644248505,0.0745302095730583,0.253078260206715,0.252632698151322,0.202598250647371,0.16992998431636,0.104994809635005,0.0700129711689279
20,"WALKING_UPSTAIRS",-0.336677328689116,0.468210929247275,-0.00139312528900582,-0.00615062492923254,-0.00168106234098652,0.131591893154971,-0.0356314793935202,0.00319234709690564,0.993303934160539,-0.200280992043827,0.0414196616401838,0.292331566725574,0.147351577843706,0.190761369886896,0.574243628119563,0.752951359246717,0.297944321489107,0.29107717766703,0.145059672875838,0.18464656019433
21,"WALKING_UPSTAIRS",-0.381815519974737,0.473671116607554,-0.00416734808269847,0.00185067480443418,-0.00350942039489545,0.0148386390752876,-0.018506397723763,0.0232699447769304,0.728534871575266,0.169306572746736,-0.126333819693816,0.108998139238683,0.0704907224863109,0.11528432724065,0.196296460932313,0.274213141255497,0.153662816665071,0.101041498920818,0.0672906085545692,0.111884092362712
22,"WALKING_UPSTAIRS",-0.304991498962871,0.469049343295226,0.000411190715768229,-0.00372766494997396,0.000721166432738095,0.0858758448435231,-0.0340444245976004,-0.00322903946328125,1.00385098984375,-0.205231446131657,-0.00446746674489211,0.29293367761431,0.206981947468693,0.184690340123311,0.577190341854462,0.716410552460823,0.373067132818785,0.29234635721647,0.206180681371719,0.181836158055823
23,"WALKING_UPSTAIRS",-0.369419263765587,0.467285420179794,-0.00121527609445466,0.00025574110694424,-0.0024271940277477,0.0292612171925009,-0.00265991591534611,-0.0116584797422025,0.838696665382966,0.194297946942417,0.0521171794734988,0.0521125249591539,0.0561702681183206,0.0479927747586326,0.0937074111144062,0.1240606860828,0.164761578032772,0.0513029870381613,0.0507148984531924,0.046118549322551
24,"WALKING_UPSTAIRS",-0.43425010956093,0.475709563855667,-0.0011486063021054,-0.0036909585082786,-0.00269237892371557,-0.0117110678759719,0.00731997823402278,0.00157041796953125,1.00001782869439,-0.175535687132191,-0.0103490554255694,0.252869628288293,0.160238683265107,0.174556500463399,0.518919324375923,0.668552353610166,0.370019422129376,0.251356466546833,0.154617120608225,0.16411087797252
25,"WALKING_UPSTAIRS",-0.48551223324769,0.493089266961923,-4.43160922887017e-05,-0.00276411892149543,0.00209800648412671,0.0434351054043582,-0.00615702549816346,-0.0251099615779206,0.755233639098558,-0.118115138671127,-0.197340032232332,0.206278805758484,0.171110765389469,0.204560152210904,0.394311255535782,0.734381854166315,0.474218303440489,0.205440335558898,0.168082261055909,0.201326257226079
26,"WALKING_UPSTAIRS",-0.4116332208676,0.480169069548581,0.00108632533797614,0.00285240037825159,0.0066418048106215,0.00819897289058259,-0.000367317821213637,-0.00252482828190963,1.00478077622159,-0.138601033206364,-0.0588467876316051,0.0449657838460748,0.0340006120127148,0.0272805828265216,0.101788758592676,0.0797936641906304,0.0602299847018458,0.0428269659043727,0.0312310814754589,0.022031232063554
27,"WALKING_UPSTAIRS",-0.426230303652423,0.486744551274259,9.2374680487117e-05,0.00160169659365165,0.000314140951395833,-0.00177221144675407,-0.00546831997465319,0.000152224824882966,0.990093524647672,-0.0230099390439338,-0.0774676133026961,0.00372150503368641,0.00867176109589807,0.00865611163690351,0.0184446180728251,0.0141836922241877,0.00973203078903421,0.00313919451962953,0.00593261912793368,0.00703332210734803
28,"WALKING_UPSTAIRS",-0.401092965937606,0.473584351968701,-0.00117805212431235,0.0031262046850216,-0.000416754273604013,0.00335536324835616,0.00175247743872595,0.0114761707479758,0.727502929090074,0.307467526894914,0.352143164749084,0.00935561264008578,0.0121006051182117,0.0128434944121725,0.0169728976731179,0.0300079845439819,0.0176515510650208,0.00618870700321168,0.00787572061361109,0.00944487617790296
29,"WALKING_UPSTAIRS",-0.364429747315138,0.485009059372236,-1.94579563620855e-05,0.0002139517167103,-0.000241787248446955,0.00749501940340115,0.0147445011486055,0.00143113497772063,0.83657266278699,0.133951169462532,0.0989399161830357,0.00621955187443026,0.00762819121497643,0.00890460249246789,0.0120548557294126,0.0256837324808741,0.0110827461872575,0.00437241872031701,0.00525891365933677,0.00743416858365431
30,"WALKING_UPSTAIRS",-0.439369648728613,0.489520960437359,-0.000391251944889183,-0.000421710545545913,-0.000987267924832332,0.00305127572421034,-0.00114499242694856,0.00628850653708678,0.974994689206731,-0.242054286128606,-0.0594310380637019,0.0105256724348726,0.016158191709155,0.0156388013231779,0.0531576191282674,0.0414604304566209,0.0307432284470205,0.00994162663432403,0.0142666624134604,0.0126870271434143
1,"WALKING_DOWNSTAIRS",-0.296530815648418,0.455942536539647,-0.00481167284997369,0.00521465612966295,-0.00657175840112149,-0.0247310276327439,0.00919945616151307,0.00616230619560108,0.920097650717475,-0.150086592938329,-0.124163167009547,0.16395012122007,0.12678985109572,0.119935060560045,0.344563160211454,0.28261228486511,0.275606767799687,0.162850945527983,0.123411664779955,0.116824675368526
2,"WALKING_DOWNSTAIRS",-0.257595787043638,0.466750720072379,-0.00196600263262633,-0.00402723670618185,-0.00189933501110239,0.143726176482314,-0.0496665504658777,-0.0345257322717487,0.975792036103723,-0.267357299462533,-0.0443050589771714,0.353389881118276,0.201593372170171,0.135982565306523,0.605508135197271,0.354807604567688,0.356366503799492,0.352647573757789,0.200719897929969,0.133342919193892
3,"WALKING_DOWNSTAIRS",-0.350315571141184,0.471662769550104,0.000544150634074299,0.00453525996889381,0.00186471624404037,-0.0180515252917422,0.0172045648132156,-0.0089041369431604,1.01666709500957,-0.00700876153106824,0.105288331872385,0.0151975004178712,0.0251923309707159,0.0211440620751708,0.0685248055319423,0.0525933496241326,0.0457325257145541,0.0123894709767925,0.0172376196385904,0.0163069842766112
4,"WALKING_DOWNSTAIRS",-0.363534421558595,0.485677790673484,-0.00151206287688889,-0.00297183783351215,-0.00380660585152674,0.00806369852871702,-0.00583886384364583,-0.00423494415278472,0.866517564975694,-0.0640007580247743,-0.0264165505327326,0.217623688676442,0.142073025257111,0.183480429905077,0.391179709273582,0.806855052451837,0.330580177125226,0.216639321685706,0.139591235864719,0.182112835238271
5,"WALKING_DOWNSTAIRS",-0.296219671605942,0.480005764805249,0.00118841741939727,0.000327511220927527,0.000559150678874335,-0.00541977140345512,0.00845417499754588,0.00797259588461802,0.478137990734807,0.233401001464604,0.298499070028923,0.0105245689334605,0.010018841517406,0.0120595556455171,0.0314184369487471,0.0380182793473064,0.0199805482956756,0.00839886163522458,0.00903375806921613,0.0110904123365395
6,"WALKING_DOWNSTAIRS",-0.196133513592142,0.478857916709366,-0.000437379226299479,-0.000118567061933236,0.000753565055399414,-0.00557095059707031,-0.00749477642879557,0.00768028820667754,0.181648038095492,-0.269899797546351,0.427798489432783,0.051473601276083,0.0268104507986124,0.0259187390019046,0.0747583216099844,0.0902381180586708,0.0717739435790327,0.049048430609651,0.0255369691642258,0.0248287719948171
7,"WALKING_DOWNSTAIRS",-0.316900472856072,0.473673151640367,-0.000863422700870346,-0.00168057187450824,0.000235287097106715,0.0110758413316712,-0.00459224271739362,0.010183993026129,0.158211577722733,0.728529764511303,0.312908735008311,0.0117569636287295,0.00936612925959081,0.0120927498706556,0.026324773580583,0.0317237320420633,0.0185367870816252,0.00796057502830966,0.00683364551200088,0.00879748793958624
8,"WALKING_DOWNSTAIRS",-0.19215355223365,0.459182678142744,-0.000733673204381579,0.00416392911680592,3.59080615914474e-05,-0.00632538552430674,-0.00150639976918709,-0.00707209931486184,0.991721237068257,-0.0438729205647615,0.0667626638365543,0.00408706449927024,0.0120085895096743,0.00881936977130508,0.025484548912082,0.0162423144771259,0.020625749727064,0.00300962847974278,0.00715261756285168,0.00643803010033833
9,"WALKING_DOWNSTAIRS",-0.311857971427551,0.476586251229959,0.00611674547634077,0.0248322138617375,-0.00786941670895145,0.0496688721229083,0.00400778234135621,0.0354753655107615,0.623182855123586,0.118816511442708,0.295342613828473,0.0288959138214561,0.0538381993854288,0.0390553834689895,0.0921525714544402,0.06549211324194,0.046959952630298,0.0251944506893588,0.0606342633754009,0.0314264005641333
10,"WALKING_DOWNSTAIRS",-0.261455692517036,0.464262753279984,0.00148676632092229,-0.00140592354715543,0.00121759239418133,0.0426210216810629,-0.0157147026556435,0.0168665416110037,0.443257387528783,0.362658320770543,0.360961677999507,0.139972272291161,0.0829958859487021,0.0531933033850315,0.333698673688675,0.20558661457923,0.138596816266729,0.135901223940239,0.080814989544979,0.0509892982914073
11,"WALKING_DOWNSTAIRS",-0.348451179109337,0.477359151100509,-0.00209867196178668,-0.00248741068657303,0.000587734781238451,0.00557363994602582,-0.00308730179522758,-0.00254249609172894,0.967250401052989,-0.272447970443614,-0.107322364190803,0.204498119841811,0.134178978349096,0.119029403659766,0.40084991466865,0.342680556289087,0.274434934087579,0.203677960778859,0.131485608246817,0.115042205891983
